host_response_rate,host_acceptance_rate,host_listings_count,latitude,longitude,city,zipcode,state,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
,,1.0,48.89017,2.32002,Paris,75017,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$45.00,$38.00,,2,15,5
100%,,1.0,48.863409999999995,2.40321,Paris,75020,Île-de-France,7,Entire home/apt,2.0,1.0,1.0,$85.00,$70.00,$500.00,15,1125,1
100%,,1.0,48.86054,2.36919,Paris,75011,Île-de-France,2,Private room,1.0,1.5,1.0,$45.00,$40.00,$200.00,1,10,142
90%,,1.0,48.855129999999996,2.36648,Paris,75011,Île-de-France,6,Entire home/apt,1.0,1.0,0.0,$130.00,$50.00,$300.00,2,1125,207
,,1.0,48.88068,2.34307,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$98.00,,,3,28,18
100%,,1.0,48.82441,2.32107,Paris,75014,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$88.00,$40.00,,3,28,21
,,1.0,48.8705,2.35334,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$67.00,$35.00,$500.00,7,1125,0
100%,,1.0,48.86425,2.35069,Paris,75003,Île-de-France,4,Entire home/apt,3.0,1.0,4.0,$110.00,$30.00,$250.00,4,30,3
100%,,1.0,48.86518,2.2875099999999997,Paris,75116,Île-de-France,3,Entire home/apt,1.0,1.5,1.0,$165.00,$50.00,$300.00,2,1125,156
100%,,1.0,48.840759999999996,2.2958,Paris,75015,Île-de-France,1,Private room,1.0,1.0,2.0,$45.00,$20.00,$200.00,3,7,52
67%,,1.0,48.86959,2.3814,Paris,75020,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$50.00,$15.00,,3,1125,35
,,1.0,48.87388,2.35806,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$59.00,$180.00,"$1,800.00",180,365,31
,,1.0,48.88541,2.33862,Paris,75018,Île-de-France,2,Entire home/apt,1.0,,1.0,$49.00,,,7,1125,1
,,1.0,48.88625,2.31491,Paris,75017,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$40.00,,,1,4,0
,,1.0,48.87301,2.34956,Paris,75010,Île-de-France,1,Private room,1.0,1.0,1.0,$38.00,$12.00,$150.00,5,3000,33
100%,,2.0,48.87245,2.35,Paris,75010,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$200.00,$50.00,$600.00,2,1125,119
60%,,1.0,48.83473,2.31544,Paris,75014,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$55.00,$30.00,$200.00,5,40,6
89%,,2.0,48.87205,2.36043,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$175.00,$120.00,"$1,200.00",6,45,32
90%,,1.0,48.84043,2.35167,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$130.00,$40.00,$400.00,3,100,98
100%,,1.0,48.83186,2.31415,Paris,75014,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,$50.00,$300.00,6,1125,27
100%,,1.0,48.87552,2.35488,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$38.00,$8.00,$300.00,1,17,41
,,1.0,48.86354,2.3403099999999997,Paris,75001,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$80.00,$20.00,$300.00,90,400,57
,,1.0,48.884370000000004,2.34081,Paris,75018,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$65.00,,,2,1125,4
,,1.0,48.87485,2.35602,Paris,75010,Île-de-France,6,Entire home/apt,3.0,1.0,4.0,$240.00,,,5,1125,28
,,1.0,48.86634,2.37281,Paris,75011,Île-de-France,5,Entire home/apt,2.0,1.0,2.0,$85.00,,$600.00,7,21,0
100%,,1.0,48.871990000000004,2.36959,Paris,75010,Île-de-France,6,Entire home/apt,3.0,1.0,4.0,$155.00,$40.00,$0.00,3,20,76
100%,,1.0,48.823190000000004,2.34753,Paris,75013,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$120.00,$45.00,,4,1125,40
100%,,3.0,48.856790000000004,2.35887,Paris,75004,Île-de-France,4,Entire home/apt,2.0,1.0,4.0,$130.00,$70.00,,120,305,0
100%,,3.0,48.86594,2.34453,Paris,75001,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,$50.00,"$1,000.00",180,305,4
,,4.0,48.8848,2.33992,Paris,75018,Île-de-France,5,Entire home/apt,2.0,1.0,3.0,$100.00,$30.00,$200.00,3,1124,10
,,1.0,48.86701,2.37613,Paris,75011,Île-de-France,5,Entire home/apt,1.0,1.0,5.0,$90.00,$20.00,$500.00,4,1125,1
,,1.0,48.88208,2.34441,Paris,75009,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$70.00,,,1,1125,3
100%,,1.0,48.870979999999996,2.3719900000000003,Paris,75010,Île-de-France,1,Entire home/apt,1.0,1.0,1.0,$28.00,$120.00,$500.00,90,1125,8
88%,,1.0,48.86477,2.37855,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$50.00,,$400.00,5,100,1
100%,,1.0,48.8502,2.37608,Paris,75012,Île-de-France,5,Entire home/apt,2.0,1.0,4.0,$135.00,,$150.00,3,15,2
,,1.0,48.85161,2.3903,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,,$500.00,1001,1125,9
60%,,2.0,48.85951,2.29964,Paris,75007,Île-de-France,6,Entire home/apt,3.0,1.0,3.0,$210.00,$50.00,$500.00,5,1125,13
100%,,1.0,48.87732000000001,2.33275,Paris,75009,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$110.00,,$200.00,3,1125,0
100%,,1.0,48.85846,2.35933,Paris,75004,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$115.00,$45.00,$400.00,4,1125,78
,,1.0,48.85772,2.39695,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$52.00,$15.00,$300.00,2,21,3
100%,,7.0,48.87542,2.37816,Paris,75019,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$90.00,$40.00,$400.00,3,1125,54
,,1.0,48.8548,2.2722900000000004,Paris,75016,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$70.00,$20.00,$500.00,2,1125,9
,,1.0,48.83885,2.2923299999999998,Paris,75015,Île-de-France,9,Entire home/apt,4.0,1.0,4.0,$165.00,,,6,10,3
90%,,1.0,48.837759999999996,2.3537,Paris,75005,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$300.00,$60.00,$365.00,2,66,58
0%,,1.0,48.84554,2.30372,Paris,75015,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$85.00,$40.00,$500.00,7,1125,48
75%,,2.0,48.84328,2.3519799999999997,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,$60.00,,2,1125,37
90%,,1.0,48.88969,2.32729,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$80.00,$40.00,$300.00,3,1125,3
100%,,3.0,48.87059,2.2821,Paris,75116,IDF,4,Entire home/apt,1.0,1.0,2.0,$120.00,$50.00,"$1,000.00",5,1125,2
100%,,1.0,48.89158,2.3512299999999997,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$55.00,$0.00,$700.00,5,30,25
100%,,1.0,48.8413,2.33423,Paris,75014,Île-de-France,5,Entire home/apt,1.0,1.0,2.0,$120.00,$60.00,$400.00,3,1125,34
90%,,2.0,48.82335,2.33453,Paris,75014,Île-de-France,5,Entire home/apt,1.0,1.5,0.0,$85.00,$25.00,$350.00,6,1124,111
90%,,1.0,48.843309999999995,2.34807,Paris,75005,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$125.00,,$200.00,4,21,12
90%,,2.0,48.88978,2.32582,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$66.00,$15.00,$100.00,2,35,19
,,1.0,48.88016,2.35797,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$170.00,$20.00,$500.00,4,1125,0
,,1.0,48.89333,2.33696,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,$30.00,$500.00,2,1125,5
,,1.0,48.85583,2.38294,Paris,75011,Île-de-France,6,Entire home/apt,3.0,1.0,3.0,$150.00,$70.00,$500.00,2,21,2
100%,,1.0,48.88118,2.31412,Paris,75008,Île-de-France,2,Private room,1.0,1.0,0.0,$80.00,$45.00,"$4,300.00",3,8,39
100%,,2.0,48.86777,2.34781,Paris,75002,Île-de-France,2,Private room,1.0,1.0,1.0,$57.00,$25.00,$250.00,3,10,172
,,1.0,48.84744,2.33163,Paris,75006,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$220.00,,,1,1125,0
,,1.0,48.8446,2.3016099999999997,Paris,75015,Île-de-France,1,Entire home/apt,1.0,1.0,1.0,$75.00,$30.00,,2,1125,0
100%,,4.0,48.84512,2.33027,Paris,75006,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,$50.00,$500.00,180,1125,6
,,1.0,48.85275,2.29601,Paris,75015,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$130.00,$50.00,$300.00,3,28,0
100%,,1.0,48.88479,2.32511,Paris,75017,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$70.00,$30.00,"$1,500.00",3,16,14
100%,,1.0,48.87509,2.34956,Paris,75010,Île-de-France,6,Entire home/apt,4.0,2.0,4.0,$221.00,$110.00,$250.00,2,1125,38
100%,,1.0,48.885259999999995,2.39194,Paris,75019,Île-de-France,5,Entire home/apt,2.0,1.0,2.0,$90.00,$30.00,$375.00,5,60,13
,,1.0,48.89151,2.30368,Paris,75017,Île-de-France,6,Entire home/apt,3.0,2.0,3.0,$160.00,,$500.00,5,1125,55
100%,,1.0,48.85326,2.33363,Paris,75006,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$160.00,$50.00,$900.00,4,8,18
100%,,1.0,48.86613,2.36797,Paris,75011,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$150.00,$60.00,$500.00,2,30,88
70%,,1.0,48.8447,2.40912,Paris,75012,Île-de-France,6,Entire home/apt,3.0,2.0,4.0,$150.00,$30.00,$350.00,3,7,4
100%,,1.0,48.87917,2.38545,Paris,75019,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$85.00,$40.00,$0.00,3,30,38
,,1.0,48.86618,2.3524700000000003,Paris,75002,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$120.00,$50.00,$300.00,12,45,7
70%,,3.0,48.85761,2.38863,Paris,75011,Île-de-France,5,Private room,1.0,1.0,0.0,$50.00,$20.00,$500.00,3,300,10
100%,,2.0,48.87765,2.37787,Paris,75019,Île-de-France,3,Entire home/apt,2.0,1.5,2.0,$125.00,$60.00,$300.00,3,1125,3
40%,,1.0,48.84187,2.2814,Paris,75015,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$70.00,$20.00,$300.00,3,31,21
100%,,1.0,48.829159999999995,2.32535,Paris,75014,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$60.00,$5.00,$300.00,2,1125,7
100%,,1.0,48.85917,2.37656,Paris,75011,Île-de-France,8,Entire home/apt,3.0,2.0,3.0,$280.00,$0.00,$500.00,3,1125,39
100%,,4.0,48.8475,2.32395,Paris,75006,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$50.00,$50.00,$400.00,365,1125,10
,,1.0,48.86585,2.37017,Paris,75011,Île-de-France,5,Entire home/apt,3.0,1.0,4.0,$240.00,$70.00,$750.00,3,15,27
,,1.0,48.89245,2.37901,Paris,75019,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$76.00,$30.00,$300.00,4,1125,1
100%,,1.0,48.85246,2.28768,Paris,75015,Île-de-France,3,Entire home/apt,0.0,1.0,1.0,$59.00,$38.00,$400.00,2,90,173
,,1.0,48.88451,2.34271,Paris,75018,Île-de-France,5,Entire home/apt,2.0,1.0,3.0,$160.00,,$500.00,4,30,4
,,1.0,48.84585,2.30547,Paris,75015,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$60.00,,$250.00,1,1125,2
91%,,1.0,48.8915,2.381,Paris,75019,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$45.00,$25.00,$300.00,4,14,49
100%,,3.0,48.82444,2.3308400000000002,Paris,75014,Île-de-France,5,Entire home/apt,2.0,1.0,2.0,$190.00,$30.00,$200.00,2,45,120
100%,,1.0,48.84529000000001,2.27527,Paris,75015,Île-de-France,4,Entire home/apt,2.0,1.5,2.0,$140.00,$60.00,$500.00,3,1125,14
100%,,1.0,48.8838,2.33471,Paris,75018,Île-de-France,5,Entire home/apt,1.0,1.0,3.0,$75.00,$0.00,$0.00,4,21,11
100%,,1.0,48.884840000000004,2.3233900000000003,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$72.00,$30.00,$250.00,4,30,5
100%,,1.0,48.89577,2.34227,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$60.00,$16.00,$300.00,6,62,9
,,1.0,48.87746,2.3526599999999998,Paris,75010,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$49.00,$50.00,$500.00,2,60,16
71%,,1.0,48.85711,2.39537,Paris,75020,Île-de-France,5,Private room,1.0,2.0,3.0,$220.00,$56.00,,2,20,2
,,1.0,48.823,2.3559799999999997,Paris,75013,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$40.00,,,2,62,4
,,1.0,48.89591,2.3437200000000002,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$50.00,$20.00,$500.00,15,22,0
100%,,2.0,48.86207,2.36089,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$110.00,$0.00,$250.00,3,30,383
,,2.0,48.882659999999994,2.36325,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,,$250.00,1,1125,5
100%,,1.0,48.89382,2.34036,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$69.00,$35.00,$400.00,5,20,31
,,1.0,48.86107,2.30182,Paris,75007,Île-de-France,1,Private room,1.0,1.0,1.0,$76.00,,,30,365,0
100%,,1.0,48.87208,2.35303,Paris,75010,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$150.00,$65.00,$800.00,2,1125,120
,,1.0,48.85148,2.34706,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,$30.00,$500.00,7,1125,0
100%,,2.0,48.85678,2.3576,Paris,75004,Île-de-France,4,Entire home/apt,2.0,1.5,2.0,$369.00,,$715.00,5,1125,56
100%,,6.0,48.85341,2.3687099999999996,Paris,75004,le marais,2,Private room,1.0,1.0,1.0,$75.00,$0.00,$100.00,6,365,61
100%,,1.0,48.86985,2.34071,Paris,75002,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$110.00,$15.00,$250.00,3,14,11
,,2.0,48.87244000000001,2.37965,Paris,75019,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$150.00,$50.00,"$1,000.00",6,28,2
,,1.0,48.86801,2.36287,Paris,75010,Île-de-France,5,Entire home/apt,2.0,2.0,4.0,$120.00,$40.00,$200.00,7,21,3
100%,,2.0,48.87488,2.3407400000000003,Paris,75009,Île-de-France,2,Entire home/apt,0.0,1.0,0.0,$55.00,$50.00,$300.00,30,360,7
100%,,1.0,48.85138,2.34999,Paris,75005,Île-de-France,2,Private room,1.0,1.0,0.0,$80.00,,,3,30,342
100%,,1.0,48.87218,2.3538099999999997,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$70.00,$15.00,$200.00,2,365,36
,,1.0,48.87598,2.29549,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$95.00,$55.00,$500.00,6,60,26
,,1.0,48.88812,2.33675,Paris,75018,Île-de-France,2,Entire home/apt,0.0,1.0,0.0,$57.00,$15.00,$200.00,3,1125,34
100%,,1.0,48.88357,2.367,Paris,75010,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$110.00,$25.00,$500.00,4,15,28
,,1.0,48.875809999999994,2.3727,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$38.00,$10.00,$500.00,2,13,11
100%,,1.0,48.8718,2.37037,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$70.00,$20.00,"$1,200.00",3,60,18
,,1.0,48.87298,2.32232,Paris,75008,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$240.00,$60.00,$450.00,3,1125,7
100%,,1.0,48.866440000000004,2.35684,Paris,75003,Île-de-France,4,Entire home/apt,1.0,1.0,0.0,$50.00,$30.00,$500.00,30,305,165
100%,,9.0,48.87175,2.32813,Paris,75008,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$195.00,$45.00,$200.00,4,1124,247
90%,,1.0,48.89029,2.32275,Paris,75017,Île-de-France,2,Private room,1.0,1.5,1.0,$35.00,$24.00,"$1,000.00",5,1124,38
65%,,93.0,48.85714,2.34901,Paris,75001,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$143.00,$40.00,$500.00,30,1125,8
100%,,1.0,48.86195,2.36417,Paris,75003,Île-de-France,7,Entire home/apt,2.0,1.5,3.0,$390.00,$100.00,$800.00,5,1000,40
50%,,1.0,48.88916,2.33908,Paris,75018,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$65.00,$24.00,"$3,000.00",10,31,19
100%,,1.0,48.87399,2.3635099999999998,Paris,75010,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$110.00,$60.00,$800.00,3,10,86
100%,,1.0,48.84887,2.33005,Paris,75006,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,$30.00,$300.00,3,30,124
,,1.0,48.889720000000004,2.31636,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$45.00,,,2,1125,18
100%,,2.0,48.86405,2.36773,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$90.00,$50.00,$300.00,4,31,12
60%,,1.0,48.8631,2.36095,Paris,75003,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$50.00,$20.00,$500.00,1,1125,120
60%,,2.0,48.85248,2.28769,Paris,75015,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$140.00,$70.00,$500.00,5,1125,9
,,1.0,48.8584,2.3468,Paris,75001,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$146.00,$0.00,$300.00,3,1125,46
50%,,1.0,48.864959999999996,2.39547,Paris,75020,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$100.00,,,7,28,4
,,1.0,48.86708,2.3704099999999997,Paris,75011,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$80.00,$35.00,$300.00,7,20,18
100%,,2.0,48.885220000000004,2.38098,Paris,75019,Île-de-France,2,Private room,1.0,1.0,1.0,$45.00,,,2,365,16
90%,,2.0,48.82942,2.35506,Paris,75013,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$58.00,$7.00,,1,1125,14
,,1.0,48.83851,2.4051099999999996,Paris,75012,Île-de-France,2,Private room,1.0,1.0,1.0,$190.00,$90.00,$600.00,2,10,4
80%,,1.0,48.86443,2.3715599999999997,Paris,"75011
75011",Île-de-France,6,Entire home/apt,2.0,1.0,4.0,$200.00,$70.00,$800.00,1,30,45
67%,,2.0,48.879490000000004,2.34019,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$64.00,$80.00,$300.00,6,90,18
100%,,3.0,48.88094,2.3376799999999998,Paris,75009,Île-de-France,2,Entire home/apt,0.0,0.5,1.0,$41.00,$18.00,$100.00,1,90,2
,,1.0,48.86529,2.35019,Paris,75003,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$120.00,$30.00,$350.00,3,1125,24
,,1.0,48.88425,2.3813,Paris,75019,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$90.00,,"$2,650.00",180,180,0
92%,,2.0,48.892759999999996,2.3155,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$60.00,,$150.00,6,26,18
100%,,4.0,48.83546,2.32265,Paris,75014,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$122.00,$70.00,$500.00,7,1125,1
100%,,1.0,48.83902,2.3457,Paris,75005,Île-de-France,3,Entire home/apt,2.0,1.0,2.0,$160.00,$60.00,$0.00,3,1125,3
,,1.0,48.8698,2.36538,Paris,,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$89.00,$19.00,,20,40,14
,,1.0,48.86637,2.31534,Paris,75008,Île-de-France,3,Entire home/apt,2.0,1.5,2.0,$135.00,$30.00,,3,15,3
,,1.0,48.838029999999996,2.28862,Paris,75015,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$95.00,$50.00,$500.00,10,1125,36
100%,,1.0,48.86337,2.29089,Paris,75116,Île-de-France,3,Entire home/apt,1.0,2.0,2.0,$210.00,,$700.00,5,30,51
100%,,1.0,48.82651,2.3256,Paris,75014,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$100.00,$20.00,$250.00,2,7,2
90%,,1.0,48.87017,2.3778599999999996,Paris,75011,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$120.00,$40.00,$800.00,3,60,17
100%,,1.0,48.856,2.40455,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,$30.00,,2,1125,19
,,1.0,48.887409999999996,2.32476,Paris,75017,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$95.00,,,3,1125,0
100%,,1.0,48.89089,2.34927,Paris,75018,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$75.00,$25.00,$0.00,3,1125,27
100%,,1.0,48.89099,2.34817,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$89.00,$40.00,$250.00,2,1125,10
71%,,1.0,48.88824,2.37783,Paris,75019,Île-de-France,2,Private room,1.0,1.0,0.0,$39.00,$30.00,$250.00,3,1125,10
100%,,1.0,48.85246,2.3849099999999996,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$89.00,$39.00,"$1,500.00",2,1125,41
100%,,4.0,48.89226,2.33462,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$100.00,$60.00,$100.00,30,305,12
100%,,1.0,48.888709999999996,2.34744,Paris,75018,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$85.00,$30.00,$400.00,3,21,6
100%,,1.0,48.87528,2.36964,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$75.00,$40.00,$150.00,20,60,17
70%,,1.0,48.840309999999995,2.33157,Paris,75014,Île-de-France,7,Entire home/apt,4.0,1.5,5.0,$290.00,$0.00,"$2,000.00",3,30,49
100%,,1.0,48.89201,2.36057,Paris,75018,Île-de-France,4,Entire home/apt,1.0,2.0,1.0,$120.00,$60.00,$500.00,3,1125,20
100%,,1.0,48.85795,2.4098,Paris,75020,Île-de-France,7,Entire home/apt,3.0,2.0,4.0,$115.00,,,6,365,34
100%,,2.0,48.84834,2.3299,Paris,75006,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$139.00,$50.00,$400.00,10,1125,176
100%,,1.0,48.8588,2.37003,Paris,75011,Île-de-France,3,Entire home/apt,0.0,1.0,1.0,$121.00,$49.00,$357.00,5,90,25
100%,,4.0,48.885220000000004,2.35053,Paris,75018,Île-de-France,5,Private room,2.0,1.0,2.0,$110.00,$70.00,$450.00,1,5,3
100%,,1.0,48.87307,2.29275,Paris,75116,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$140.00,$30.00,$500.00,5,1125,39
100%,,2.0,48.83629000000001,2.34821,Paris,75013,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$175.00,$70.00,$450.00,5,1125,1
100%,,1.0,48.88744000000001,2.3333,Paris,75018,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$130.00,$40.00,$200.00,2,1125,10
90%,,2.0,48.83316,2.33402,Paris,75014,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$93.00,,$400.00,15,200,49
100%,,1.0,48.88824,2.35774,Paris,75018,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$70.00,$35.00,$700.00,4,1125,2
100%,,1.0,48.872859999999996,2.39445,Paris,75020,Île-de-France,8,Entire home/apt,4.0,2.0,7.0,$290.00,$200.00,"$1,500.00",3,1125,6
,,1.0,48.8732,2.3864900000000002,Paris,75020,Île-de-France,4,Entire home/apt,2.0,1.0,1.0,$79.00,$65.00,$299.00,2,1125,5
100%,,1.0,48.86394,2.37356,Paris,75011,Île-de-France,5,Entire home/apt,3.0,1.0,3.0,$160.00,$40.00,$500.00,5,1125,34
100%,,1.0,48.85437,2.3832299999999997,Paris,75011,Île-de-France,6,Entire home/apt,3.0,2.0,3.0,$250.00,,$500.00,5,60,8
100%,,2.0,48.88109,2.29457,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$75.00,$30.00,,2,1125,48
,,1.0,48.854820000000004,2.30725,Paris,75007,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$95.00,$45.00,$200.00,2,1125,51
100%,,1.0,48.82526,2.35701,Paris,75013,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$60.00,,,1,1125,6
,,2.0,48.87725,2.33738,Paris,75009,Île-de-France,6,Entire home/apt,2.0,1.0,3.0,$119.00,$45.00,$200.00,3,30,40
100%,,2.0,48.87569000000001,2.30718,Paris,75008,Île-de-France,1,Private room,1.0,1.0,1.0,$39.00,$42.00,$0.00,1,1125,66
50%,,1.0,48.84124,2.33918,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$86.00,$150.00,"$1,500.00",60,120,4
,,1.0,48.88215,2.3471900000000003,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$99.00,$36.00,$550.00,3,10,38
80%,,2.0,48.88753,2.33494,Paris,75018,Île-de-France,5,Entire home/apt,4.0,2.0,4.0,$300.00,$70.00,$500.00,2,1125,14
100%,,2.0,48.86435,2.3614,Paris,75003,Île-de-France,6,Entire home/apt,3.0,1.0,5.0,$230.00,$80.00,$300.00,5,365,167
98%,,4.0,48.849940000000004,2.3734900000000003,Paris,75012,Île-de-France,12,Entire home/apt,5.0,3.0,7.0,$500.00,$100.00,"$1,000.00",2,1125,94
98%,,18.0,48.890209999999996,2.33756,Paris,75018,Île-de-France,4,Entire home/apt,0.0,1.0,0.0,$79.00,$20.00,$90.00,4,1125,44
100%,,1.0,48.86538,2.36062,Paris,75003,Île-de-France,2,Entire home/apt,,,1.0,$69.00,$40.00,$0.00,7,1125,18
0%,,1.0,48.84059,2.40795,Paris,75012,Île-de-France,1,Private room,1.0,1.0,1.0,$50.00,,,1,1125,0
,,1.0,48.88563,2.33924,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$35.00,$7.00,$100.00,3,1125,5
100%,,1.0,48.86343,2.3906,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,$50.00,$300.00,3,365,42
80%,,1.0,48.8308,2.3552299999999997,Paris,75013,Île-de-France,8,Entire home/apt,3.0,2.0,4.0,$230.00,$60.00,$400.00,1,30,35
100%,,1.0,48.89075,2.3843900000000002,Paris,75019,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$55.00,$20.00,$200.00,2,1125,17
100%,,1.0,48.84669,2.3469700000000002,Paris,75005,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$225.00,$50.00,,2,1125,39
